work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2024,EN,FT,Machine Learning Engineer,237500,USD,237500,US,0,US,M
2023,SE,FT,Data Scientist,316000,USD,316000,US,0,US,M
2024,SE,FT,Software Engineer,319000,USD,319000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,84500,USD,84500,US,0,US,M
2024,MI,FT,Data Engineer,108000,USD,108000,US,0,US,M
2023,EN,FT,Data Analyst,30000,USD,30000,IN,50,IN,M
2024,MI,FT,Manager,94600,USD,94600,US,0,US,M
2024,MI,FT,Software Engineer,61200,USD,61200,US,0,US,M
2024,EN,FT,Analyst,99237,USD,99237,US,0,US,M
2024,SE,FT,Data Engineer,138000,USD,138000,US,0,US,M
2024,SE,FT,Data Architect,168700,USD,168700,US,0,US,M
2024,SE,FT,Business Intelligence,136100,USD,136100,US,100,US,M
2024,SE,FT,Data Engineer,231400,USD,231400,US,0,US,M
2024,MI,FT,Data Scientist,91260,USD,91260,US,0,US,M
2024,SE,FT,Software Engineer,168000,USD,168000,US,0,US,M
2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,M
2024,MI,FT,Research Scientist,117000,USD,117000,US,0,US,M
2024,MI,FT,Engineer,334750,USD,334750,US,0,US,M
2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,SE,FT,Software Engineer,330146,USD,330146,US,100,US,M
2024,SE,FT,Analytics Lead,205700,USD,205700,US,0,US,M
2024,MI,FT,Analytics Engineer,176000,USD,176000,US,0,US,M
2024,MI,FT,Research Scientist,170200,USD,170200,US,0,US,M
2024,SE,FT,Data Scientist,195600,USD,195600,US,0,US,M
2024,SE,FT,Applied Scientist,160000,USD,160000,US,100,US,M
2024,SE,FT,Engineer,164600,USD,164600,US,0,US,M
2024,SE,FT,Data Engineer,136100,USD,136100,US,0,US,M
2024,MI,FT,Applied Scientist,212800,USD,212800,US,0,US,L
2023,MI,FT,Data Analyst,57800,USD,57800,US,100,US,M
2024,SE,FT,Research Engineer,230000,GBP,287500,GB,0,GB,M
2024,MI,FT,Data Engineer,124800,USD,124800,US,0,US,M
2024,SE,FT,Data Scientist,120100,USD,120100,US,0,US,M
2024,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M
2022,SE,FT,Research Engineer,149850,USD,149850,US,0,US,M
2024,SE,FT,Data Scientist,167500,USD,167500,US,0,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2024,SE,FT,Software Engineer,312200,USD,312200,US,0,US,M
2024,SE,FT,Research Scientist,132300,USD,132300,US,0,US,M
2024,SE,FT,Data Scientist,483000,USD,483000,US,0,US,M
2024,SE,FT,Solutions Engineer,118800,USD,118800,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,115000,USD,115000,US,100,US,M
2024,SE,FT,Data Analyst,82620,USD,82620,US,0,US,M
2024,MI,FT,Data Scientist,257600,USD,257600,US,0,US,M
2024,MI,FT,Data Scientist,186846,USD,186846,US,0,US,M
2024,SE,FT,Data Engineer,84533,USD,84533,US,100,US,M
2024,SE,FT,Machine Learning Engineer,139000,USD,139000,US,0,US,M
2024,SE,FT,Software Engineer,252000,USD,252000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2024,EN,FT,Insight Analyst,72000,USD,72000,US,100,US,M
2024,SE,FT,Analyst,84600,USD,84600,US,0,US,M
2024,SE,FT,Data Engineer,119680,USD,119680,US,0,US,M
2023,MI,FT,Research Scientist,340000,USD,340000,US,100,US,M
2024,SE,FT,Data Analyst,135800,USD,135800,US,100,US,M
2024,MI,FT,Platform Engineer,135000,USD,135000,US,0,US,M
2024,SE,FT,Data Scientist,77000,USD,77000,US,100,US,M
2024,SE,FT,Analytics Engineer,193000,USD,193000,US,0,US,M
2024,SE,FT,Engineer,207000,USD,207000,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,225000,USD,225000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,117000,USD,117000,CA,0,CA,M
2024,SE,FT,Data Architect,133100,USD,133100,US,0,US,M
2024,SE,FT,Data Engineer,137600,USD,137600,US,0,US,M
2024,MI,FT,Manager,135000,USD,135000,US,0,US,M
2024,SE,FT,Data Engineer,156800,USD,156800,US,0,US,M
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2024,SE,FT,Data Architect,84600,USD,84600,US,0,US,M
2024,MI,FT,Research Scientist,213000,USD,213000,US,0,US,M
2024,MI,FT,Research Scientist,146994,USD,146994,US,0,US,M
2024,MI,FT,Full Stack Engineer,225000,USD,225000,US,100,US,M
2024,MI,FT,Research Scientist,240240,USD,240240,US,0,US,M
2023,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M
2024,SE,FT,Data Engineer,179000,USD,179000,US,0,US,M
2024,MI,FT,Data Scientist,115000,USD,115000,US,0,US,M
2024,EN,FT,BI Analyst,95776,USD,95776,US,100,US,M
2024,SE,FT,Data Engineer,105700,USD,105700,US,0,US,M
2023,SE,FT,Data Engineer,112700,GBP,138666,GB,0,GB,M
2023,SE,FT,Data Engineer,182000,USD,182000,US,100,US,M
2023,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M
2024,MI,FT,Research Engineer,440000,USD,440000,US,0,US,M
2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2024,SE,FT,Engineer,77000,USD,77000,US,0,US,M
2024,EN,FT,Data Scientist,40000,GBP,50000,GB,0,GB,M
2023,MI,FT,Data Engineer,169000,USD,169000,US,0,US,M
2024,SE,FT,Software Engineer,220000,USD,220000,US,100,US,M
2024,MI,FT,Data Scientist,72870,USD,72870,US,100,US,M
2023,MI,FT,BI Analyst,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
2024,SE,FT,Data Analyst,21099,USD,21099,US,0,US,M
2024,EN,FT,Research Scientist,137750,USD,137750,US,0,US,M
2024,SE,FT,Data Engineer,106000,USD,106000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,54000,USD,54000,BR,100,BR,M
2023,SE,FT,Data Scientist,137500,USD,137500,US,0,US,M
2024,SE,FT,Data Scientist,172800,USD,172800,US,100,US,M
2024,MI,FT,Data Engineer,235000,USD,235000,US,0,US,M
2024,SE,FT,Analyst,79700,USD,79700,US,0,US,M
2024,EX,FT,Data Engineer,268500,USD,268500,CA,0,CA,M
2024,SE,FT,Applied Scientist,160000,USD,160000,US,0,US,M
2024,EN,FT,Analyst,51700,USD,51700,US,0,US,M
2024,SE,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,M
2024,MI,FT,Data Scientist,109400,USD,109400,US,0,US,M
2024,SE,FT,Software Engineer,174000,USD,174000,US,0,US,M
2024,SE,FT,Data Engineer,304000,USD,304000,US,100,US,M
2024,MI,FT,Data Engineer,65000,GBP,81250,GB,0,GB,M
2024,SE,FT,Manager,200000,USD,200000,US,0,US,M
2024,EN,FT,Research Analyst,78600,USD,78600,US,0,US,M
2023,SE,FT,Machine Learning Engineer,240000,USD,240000,US,100,US,M
2024,EN,FT,Software Engineer,205000,USD,205000,US,0,US,M
2024,MI,FT,Business Intelligence Engineer,89500,USD,89500,US,0,US,M
2024,SE,FT,Solutions Engineer,180000,USD,180000,US,100,US,M
2024,SE,FT,Engineer,198000,USD,198000,US,0,US,M
2024,SE,FT,Applied Scientist,150400,USD,150400,US,0,US,L
2024,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Analyst,77000,USD,77000,US,0,US,M
2024,MI,FT,Decision Scientist,80000,USD,80000,US,0,US,M
2024,MI,FT,Data Scientist,203500,USD,203500,US,100,US,M
2024,SE,FT,Software Engineer,112500,USD,112500,US,0,US,M
2024,MI,FT,Business Intelligence Developer,70692,USD,70692,US,100,US,M
2023,SE,FT,Machine Learning Engineer,204000,USD,204000,US,0,US,M
2024,SE,FT,Software Engineer,232000,USD,232000,US,0,US,M
2023,MI,FT,Data Engineer,106400,USD,106400,US,100,US,M
2024,SE,FT,Engineering Manager,191000,USD,191000,CA,100,CA,M
2024,SE,FT,Software Engineer,148000,USD,148000,US,0,US,M
2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M
2024,SE,FT,Software Engineer,207000,USD,207000,US,0,US,M
2023,SE,FT,Data Analyst,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2024,SE,FT,Software Engineer,300200,USD,300200,US,0,US,M
2024,SE,FT,Software Engineer,355000,USD,355000,US,0,US,M
2024,SE,FT,Analyst,182300,USD,182300,US,100,US,M
2024,SE,FT,Data Engineer,121400,USD,121400,US,0,US,M
2024,MI,FT,Product Manager,86100,USD,86100,US,0,US,M
2024,SE,FT,Engineer,177100,USD,177100,US,0,US,M
2024,SE,FT,Software Engineer,280000,USD,280000,US,0,US,M
2024,EN,FT,Data Specialist,48000,GBP,60000,GB,0,GB,M
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M
2024,SE,FT,Applied Scientist,129400,USD,129400,US,0,US,L
2024,MI,FT,Machine Learning Engineer,75600,USD,75600,US,0,US,M
2024,SE,FT,Consultant,137000,USD,137000,US,0,US,M
2024,SE,FT,Data Architect,92190,USD,92190,CA,0,CA,M
2024,SE,FT,Product Manager,152500,USD,152500,US,0,US,M
2024,SE,FT,Data Engineer,203000,USD,203000,US,0,US,M
2024,SE,FT,Software Engineer,355000,USD,355000,US,0,US,M
2024,MI,FT,Data Analyst,200000,USD,200000,US,0,US,M
2024,MI,FT,Power BI Developer,130000,CAD,100000,CA,0,CA,M
2024,SE,FT,Data Scientist,267800,USD,267800,US,0,US,M
2024,MI,FT,Software Engineer,240240,USD,240240,US,0,US,M
2024,SE,FT,Data Analyst,106000,USD,106000,US,100,US,M
2024,MI,FT,Data Manager,145000,USD,145000,US,0,US,M
2024,MI,FT,Manager,192000,USD,192000,US,0,US,M
2024,MI,FT,Software Engineer,182394,USD,182394,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
2024,MI,FT,Data Scientist,125500,USD,125500,US,0,US,M
2024,EN,FT,Data Analyst,81400,USD,81400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,337280,USD,337280,US,0,US,M
2023,SE,FT,Research Engineer,177700,USD,177700,US,0,US,M
2023,SE,FT,Data Scientist,191765,USD,191765,US,0,US,M
2024,SE,FT,Systems Engineer,180000,USD,180000,US,0,US,M
2024,EN,FT,Data Engineer,172000,USD,172000,US,0,US,M
2024,EN,FT,Software Engineer,112200,USD,112200,US,0,US,M
2024,SE,FT,Data Analyst,88854,USD,88854,US,0,US,M
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2024,SE,FT,Data Analyst,153900,USD,153900,US,0,US,M
2024,SE,FT,Data Engineer,199800,USD,199800,US,0,US,M
2024,SE,FT,Data Scientist,165100,USD,165100,US,0,US,M
2024,MI,FT,Manager,120000,USD,120000,US,0,US,M
2024,SE,FT,Software Engineer,148000,USD,148000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,261500,USD,261500,US,0,US,L
2024,SE,FT,Machine Learning Researcher,110000,USD,110000,US,100,US,M
2024,EX,FT,Engineer,219300,USD,219300,US,0,US,M
2024,MI,FT,Data Scientist,296000,USD,296000,US,0,US,M
2024,SE,FT,Data Scientist,143000,USD,143000,US,0,US,M
2024,SE,FT,Data Scientist,235400,USD,235400,US,0,US,M
2024,MI,FT,Data Engineer,118300,USD,118300,CA,0,CA,M
2024,SE,FT,Data Scientist,132000,USD,132000,US,0,US,M
2024,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M
2024,EX,FT,Head of AI,307000,USD,307000,US,0,US,M
2024,SE,FT,Full Stack Engineer,180000,USD,180000,US,0,US,M
2023,SE,FT,Data Analyst,212000,USD,212000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,195540,USD,195540,US,0,US,M
2024,SE,FT,Software Engineer,95000,GBP,118750,GB,0,GB,M
2024,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,SE,FT,Data Engineer,135000,CAD,103846,CA,100,CA,M
2024,MI,FT,Business Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Software Developer,110000,USD,110000,CA,0,CA,M
2024,MI,FT,Machine Learning Engineer,185800,USD,185800,US,100,US,M
2024,SE,FT,Software Engineer,280000,USD,280000,US,0,US,M
2024,SE,FT,Data Analyst,155000,USD,155000,IN,0,IN,M
2024,MI,FT,Research Scientist,170500,USD,170500,US,100,US,M
2024,SE,FT,Software Engineer,178200,USD,178200,US,0,US,M
2024,SE,FT,Data Engineer,60000,EUR,66666,FI,0,FI,M
2023,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M
2022,SE,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M
2023,MI,FT,Data Analyst,73100,USD,73100,US,0,US,M
2024,SE,FT,Backend Engineer,267100,USD,267100,US,100,US,M
2024,MI,FT,Research Engineer,208000,USD,208000,US,100,US,M
2024,MI,FT,Software Engineer,200200,USD,200200,US,0,US,M
2024,SE,FT,Data Engineer,116900,USD,116900,US,100,US,M
2024,EN,FT,Data Scientist,30000,GBP,37500,GB,0,GB,M
2024,SE,FT,Data Engineer,169200,USD,169200,US,0,US,M
2024,SE,FT,Statistical Programmer,145000,USD,145000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,140000,USD,140000,US,0,US,M
2024,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Data Engineer,204200,USD,204200,US,0,US,M
2024,MI,FT,Engineer,89000,USD,89000,US,100,US,M
2024,SE,FT,Data Engineer,190000,USD,190000,US,0,US,M
2024,MI,FT,Software Engineer,214500,USD,214500,US,0,US,M
2024,MI,FT,Data Operations Associate,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Scientist,72000,USD,72000,US,0,US,M
2024,MI,FT,Research Engineer,720000,USD,720000,US,0,US,M
2022,SE,FT,Data Specialist,110000,USD,110000,US,0,US,M
2024,MI,FT,Data Integrity Analyst,55323,USD,55323,CA,0,CA,M
2024,MI,FT,Data Analyst,153000,USD,153000,US,0,US,M
2024,MI,FT,Associate,113000,USD,113000,US,100,US,M
2024,SE,FT,Robotics Software Engineer,260000,USD,260000,US,0,US,M
2024,SE,FT,Solutions Architect,86797,USD,86797,US,0,US,M
2024,EN,FT,Product Manager,130000,USD,130000,US,0,US,M
2024,SE,FT,Data Analyst,153900,USD,153900,US,0,US,M
2024,SE,FT,Engineer,270000,USD,270000,US,0,US,M
2024,SE,FT,Data Scientist,173900,USD,173900,US,0,US,M
2024,SE,FT,Data Engineer,82000,USD,82000,CA,0,CA,M
2023,SE,FT,Data Modeler,147100,USD,147100,US,0,US,M
2024,MI,FT,Data Operations Associate,87000,USD,87000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,264200,USD,264200,US,0,US,M
2023,EN,FT,Data Engineer,92700,USD,92700,US,100,US,M
2024,SE,FT,Research Scientist,136000,USD,136000,US,0,US,M
2024,MI,FT,Data Modeler,112000,USD,112000,US,0,US,M
2024,MI,FT,Engineer,128000,USD,128000,US,0,US,M
2024,SE,FT,Data Analyst,187770,USD,187770,US,0,US,M
